miRNA,lncRNA
hsa-miR-152-3p,HOTAIRM1
hsa-miR-106a-5p,HOXA-AS2
hsa-miR-106b-5p,HOXA-AS2
hsa-miR-17-5p,HOXA-AS2
hsa-miR-20a-5p,HOXA-AS2
hsa-miR-20b-5p,HOXA-AS2
hsa-miR-302a-3p,HOXA-AS2
hsa-miR-302b-3p,HOXA-AS2
hsa-miR-302c-3p,HOXA-AS2
hsa-miR-302d-3p,HOXA-AS2
hsa-miR-302e,HOXA-AS2
hsa-miR-372-3p,HOXA-AS2
hsa-miR-373-3p,HOXA-AS2
hsa-miR-519d-3p,HOXA-AS2
hsa-miR-520a-3p,HOXA-AS2
hsa-miR-520c-3p,HOXA-AS2
hsa-miR-520d-3p,HOXA-AS2
hsa-miR-93-5p,HOXA-AS2
hsa-miR-216a-5p,HOXA-AS3
hsa-miR-218-5p,HOXA-AS3
hsa-miR-29a-3p,HOXA-AS3
hsa-miR-29b-3p,HOXA-AS3
hsa-miR-29c-3p,HOXA-AS3
hsa-miR-455-5p,HOXA-AS3
hsa-miR-196a-5p,HOXA10-AS
hsa-miR-196b-5p,HOXA10-AS
hsa-miR-19a-3p,HOXA10-AS
hsa-miR-19b-3p,HOXA10-AS
hsa-miR-29a-3p,HOXA10-AS
hsa-miR-29b-3p,HOXA10-AS
hsa-miR-29c-3p,HOXA10-AS
hsa-let-7a-5p,HOXA11-AS
hsa-let-7b-5p,HOXA11-AS
hsa-let-7c-5p,HOXA11-AS
hsa-let-7d-5p,HOXA11-AS
hsa-let-7e-5p,HOXA11-AS
hsa-let-7f-5p,HOXA11-AS
hsa-let-7g-5p,HOXA11-AS
hsa-let-7i-5p,HOXA11-AS
hsa-miR-124-3p,HOXA11-AS
hsa-miR-130a-3p,HOXA11-AS
hsa-miR-130b-3p,HOXA11-AS
hsa-miR-148a-3p,HOXA11-AS
hsa-miR-148b-3p,HOXA11-AS
hsa-miR-152-3p,HOXA11-AS
hsa-miR-208a-3p,HOXA11-AS
hsa-miR-214-3p,HOXA11-AS
hsa-miR-223-3p,HOXA11-AS
hsa-miR-24-3p,HOXA11-AS
hsa-miR-301a-3p,HOXA11-AS
hsa-miR-3619-5p,HOXA11-AS
hsa-miR-4295,HOXA11-AS
hsa-miR-4458,HOXA11-AS
hsa-miR-454-3p,HOXA11-AS
hsa-miR-761,HOXA11-AS
hsa-miR-98-5p,HOXA11-AS
hsa-miR-615-3p,HOTTIP
hsa-miR-122-5p,GARS1-DT
hsa-miR-15a-5p,GARS1-DT
hsa-miR-15b-5p,GARS1-DT
hsa-miR-16-5p,GARS1-DT
hsa-miR-181a-5p,GARS1-DT
hsa-miR-181b-5p,GARS1-DT
hsa-miR-181c-5p,GARS1-DT
hsa-miR-181d-5p,GARS1-DT
hsa-miR-186-5p,GARS1-DT
hsa-miR-195-5p,GARS1-DT
hsa-miR-200b-3p,GARS1-DT
hsa-miR-200c-3p,GARS1-DT
hsa-miR-29a-3p,GARS1-DT
hsa-miR-29b-3p,GARS1-DT
hsa-miR-29c-3p,GARS1-DT
hsa-miR-31-5p,GARS1-DT
hsa-miR-320b,GARS1-DT
hsa-miR-320c,GARS1-DT
hsa-miR-320d,GARS1-DT
hsa-miR-424-5p,GARS1-DT
hsa-miR-4262,GARS1-DT
hsa-miR-429,GARS1-DT
hsa-miR-4429,GARS1-DT
hsa-miR-494-3p,GARS1-DT
hsa-miR-497-5p,GARS1-DT
hsa-miR-543,GARS1-DT
hsa-miR-365a-3p,NPSR1-AS1
hsa-miR-382-5p,LINC00265
hsa-miR-485-5p,LINC00265
hsa-miR-141-3p,SNHG15
hsa-miR-153-3p,SNHG15
hsa-miR-18a-5p,SNHG15
hsa-miR-18b-5p,SNHG15
hsa-miR-200a-3p,SNHG15
hsa-miR-24-3p,SNHG15
hsa-miR-338-3p,SNHG15
hsa-miR-346,SNHG15
hsa-miR-371a-5p,SNHG15
hsa-miR-411-5p,SNHG15
hsa-miR-451a,SNHG15
hsa-miR-873-5p,SNHG15
hsa-miR-338-3p,LINC00525
hsa-miR-421,LINC00525
hsa-miR-505-3p,LINC00525
hsa-miR-138-5p,LINC00174
hsa-miR-148a-3p,LINC00174
hsa-miR-148b-3p,LINC00174
hsa-miR-150-5p,LINC00174
hsa-miR-152-3p,LINC00174
hsa-miR-31-5p,LINC00174
hsa-miR-328-3p,LINC00174
hsa-miR-485-5p,LINC00174
hsa-miR-138-5p,MAGI2-AS3
hsa-miR-142-3p,MAGI2-AS3
hsa-miR-218-5p,MAGI2-AS3
hsa-miR-223-3p,MAGI2-AS3
hsa-miR-31-5p,MAGI2-AS3
hsa-miR-374a-5p,MAGI2-AS3
hsa-miR-374b-5p,MAGI2-AS3
hsa-miR-448,MAGI2-AS3
hsa-miR-376a-3p,KMT2E
hsa-miR-376b-3p,KMT2E
hsa-miR-136-5p,LINC01004
hsa-miR-376c-3p,LINC01004
hsa-miR-130a-3p,SLC26A4-AS1
hsa-miR-130b-3p,SLC26A4-AS1
hsa-miR-19a-3p,SLC26A4-AS1
hsa-miR-19b-3p,SLC26A4-AS1
hsa-miR-301a-3p,SLC26A4-AS1
hsa-miR-30a-5p,SLC26A4-AS1
hsa-miR-30b-5p,SLC26A4-AS1
hsa-miR-30c-5p,SLC26A4-AS1
hsa-miR-30d-5p,SLC26A4-AS1
hsa-miR-30e-5p,SLC26A4-AS1
hsa-miR-4295,SLC26A4-AS1
hsa-miR-454-3p,SLC26A4-AS1
hsa-miR-128-3p,LINC01393
hsa-miR-1297,LINC-PINT
hsa-miR-26a-5p,LINC-PINT
hsa-miR-26b-5p,LINC-PINT
hsa-miR-362-3p,LINC-PINT
hsa-miR-365a-3p,LINC-PINT
hsa-miR-543,LINC-PINT
hsa-miR-103a-3p,EPHA1-AS1
hsa-miR-107,EPHA1-AS1
hsa-miR-758-3p,LINC00996
hsa-miR-9-5p,LINC00996
hsa-miR-129-5p,LINC00689
hsa-miR-142-3p,LINC00689
hsa-miR-218-5p,LINC00689
hsa-miR-496,LINC00689
hsa-miR-876-5p,LINC00689
hsa-miR-19a-3p,MCPH1-DT
hsa-miR-19b-3p,MCPH1-DT
hsa-miR-216a-5p,MCPH1-DT
hsa-miR-185-5p,MIR124-1HG
hsa-miR-4306,MIR124-1HG
hsa-miR-24-3p,TNFRSF10A-DT
hsa-miR-320b,TNFRSF10A-DT
hsa-miR-320c,TNFRSF10A-DT
hsa-miR-320d,TNFRSF10A-DT
hsa-miR-370-3p,TNFRSF10A-DT
hsa-miR-4429,TNFRSF10A-DT
hsa-miR-455-5p,TNFRSF10A-DT
hsa-miR-873-5p,TNFRSF10A-DT
hsa-miR-136-5p,EXTL3-AS1
hsa-miR-101-3p,SNHG6
hsa-miR-1297,SNHG6
hsa-miR-26a-5p,SNHG6
hsa-miR-26b-5p,SNHG6
hsa-miR-1297,LINC01111
hsa-miR-26a-5p,LINC01111
hsa-miR-26b-5p,LINC01111
hsa-miR-125a-3p,RIPK2-DT
hsa-miR-361-5p,RIPK2-DT
hsa-miR-379-5p,RIPK2-DT
hsa-miR-302a-3p,ZNNT1
hsa-miR-302b-3p,ZNNT1
hsa-miR-302c-3p,ZNNT1
hsa-miR-302d-3p,ZNNT1
hsa-miR-302e,ZNNT1
hsa-miR-372-3p,ZNNT1
hsa-miR-373-3p,ZNNT1
hsa-miR-520a-3p,ZNNT1
hsa-miR-520c-3p,ZNNT1
hsa-miR-520d-3p,ZNNT1
hsa-miR-154-5p,UBR5-DT
hsa-miR-196a-5p,UBR5-DT
hsa-miR-196b-5p,UBR5-DT
hsa-miR-335-5p,UBR5-DT
hsa-miR-106a-5p,GASAL1
hsa-miR-106b-5p,GASAL1
hsa-miR-17-5p,GASAL1
hsa-miR-20a-5p,GASAL1
hsa-miR-20b-5p,GASAL1
hsa-miR-496,GASAL1
hsa-miR-519d-3p,GASAL1
hsa-miR-93-5p,GASAL1
hsa-miR-129-5p,OXR1
hsa-miR-142-3p,OXR1
hsa-miR-146a-5p,OXR1
hsa-miR-146b-5p,OXR1
hsa-miR-205-5p,OXR1
hsa-miR-24-3p,OXR1
hsa-miR-374a-5p,OXR1
hsa-miR-374b-5p,OXR1
hsa-miR-590-3p,OXR1
hsa-miR-874-3p,OXR1
hsa-miR-142-3p,OXR1-AS1
hsa-miR-103a-3p,RNF139-DT
hsa-miR-107,RNF139-DT
hsa-miR-15a-5p,RNF139-DT
hsa-miR-15b-5p,RNF139-DT
hsa-miR-16-5p,RNF139-DT
hsa-miR-195-5p,RNF139-DT
hsa-miR-424-5p,RNF139-DT
hsa-miR-497-5p,RNF139-DT
hsa-miR-599,CASC8
hsa-miR-106a-5p,PVT1
hsa-miR-106b-5p,PVT1
hsa-miR-128-3p,PVT1
hsa-miR-15a-5p,PVT1
hsa-miR-15b-5p,PVT1
hsa-miR-16-5p,PVT1
hsa-miR-17-5p,PVT1
hsa-miR-186-5p,PVT1
hsa-miR-190a-5p,PVT1
hsa-miR-195-5p,PVT1
hsa-miR-20a-5p,PVT1
hsa-miR-20b-5p,PVT1
hsa-miR-24-3p,PVT1
hsa-miR-365a-3p,PVT1
hsa-miR-424-5p,PVT1
hsa-miR-455-5p,PVT1
hsa-miR-497-5p,PVT1
hsa-miR-519d-3p,PVT1
hsa-miR-544a,PVT1
hsa-miR-93-5p,PVT1
hsa-miR-338-3p,LINC02055
hsa-miR-10a-5p,LINC02878
hsa-miR-10b-5p,LINC02878
hsa-miR-205-5p,LINC02878
hsa-miR-29a-3p,LINC02878
hsa-miR-29b-3p,LINC02878
hsa-miR-29c-3p,LINC02878
hsa-miR-335-5p,LINC02878
hsa-miR-551a,LINC02878
hsa-miR-128-3p,ZNF252P-AS1
hsa-miR-377-3p,ZNF252P-AS1
hsa-miR-9-5p,ZNF252P-AS1
hsa-let-7a-5p,CDKN2B-AS1
hsa-let-7b-5p,CDKN2B-AS1
hsa-let-7c-5p,CDKN2B-AS1
hsa-let-7d-5p,CDKN2B-AS1
hsa-let-7e-5p,CDKN2B-AS1
hsa-let-7f-5p,CDKN2B-AS1
hsa-let-7g-5p,CDKN2B-AS1
hsa-let-7i-5p,CDKN2B-AS1
hsa-miR-10a-5p,CDKN2B-AS1
hsa-miR-10b-5p,CDKN2B-AS1
hsa-miR-122-5p,CDKN2B-AS1
hsa-miR-125a-3p,CDKN2B-AS1
hsa-miR-181a-5p,CDKN2B-AS1
hsa-miR-181b-5p,CDKN2B-AS1
hsa-miR-181c-5p,CDKN2B-AS1
hsa-miR-181d-5p,CDKN2B-AS1
hsa-miR-339-5p,CDKN2B-AS1
hsa-miR-4262,CDKN2B-AS1
hsa-miR-4458,CDKN2B-AS1
hsa-miR-98-5p,CDKN2B-AS1
hsa-miR-101-3p,EBLN3P
hsa-miR-106a-5p,EBLN3P
hsa-miR-106b-5p,EBLN3P
hsa-miR-1271-5p,EBLN3P
hsa-miR-141-3p,EBLN3P
hsa-miR-144-3p,EBLN3P
hsa-miR-146b-5p,EBLN3P
hsa-miR-17-5p,EBLN3P
hsa-miR-182-5p,EBLN3P
hsa-miR-186-5p,EBLN3P
hsa-miR-200a-3p,EBLN3P
hsa-miR-202-3p,EBLN3P
hsa-miR-204-5p,EBLN3P
hsa-miR-20a-5p,EBLN3P
hsa-miR-20b-5p,EBLN3P
hsa-miR-211-5p,EBLN3P
hsa-miR-224-5p,EBLN3P
hsa-miR-24-3p,EBLN3P
hsa-miR-29a-3p,EBLN3P
hsa-miR-29b-3p,EBLN3P
hsa-miR-29c-3p,EBLN3P
hsa-miR-302a-3p,EBLN3P
hsa-miR-302b-3p,EBLN3P
hsa-miR-302c-3p,EBLN3P
hsa-miR-302d-3p,EBLN3P
hsa-miR-302e,EBLN3P
hsa-miR-340-5p,EBLN3P
hsa-miR-372-3p,EBLN3P
hsa-miR-373-3p,EBLN3P
hsa-miR-374a-5p,EBLN3P
hsa-miR-374b-5p,EBLN3P
hsa-miR-382-5p,EBLN3P
hsa-miR-490-3p,EBLN3P
hsa-miR-519d-3p,EBLN3P
hsa-miR-520a-3p,EBLN3P
hsa-miR-520c-3p,EBLN3P
hsa-miR-520d-3p,EBLN3P
hsa-miR-93-5p,EBLN3P
hsa-miR-96-5p,EBLN3P
hsa-miR-101-3p,FAM201A
hsa-miR-21-5p,FAM201A
hsa-miR-370-3p,FAM201A
hsa-miR-590-5p,FAM201A
hsa-miR-25-3p,DAPK1-IT1
hsa-miR-32-5p,DAPK1-IT1
hsa-miR-363-3p,DAPK1-IT1
hsa-miR-367-3p,DAPK1-IT1
hsa-miR-92a-3p,DAPK1-IT1
hsa-miR-92b-3p,DAPK1-IT1
hsa-miR-144-3p,LINC00476
hsa-miR-199a-5p,MIR600HG
hsa-miR-199b-5p,MIR600HG
hsa-let-7a-5p,LINC00963
hsa-let-7b-5p,LINC00963
hsa-let-7c-5p,LINC00963
hsa-let-7d-5p,LINC00963
hsa-let-7e-5p,LINC00963
hsa-let-7f-5p,LINC00963
hsa-let-7g-5p,LINC00963
hsa-let-7i-5p,LINC00963
hsa-miR-125a-3p,LINC00963
hsa-miR-125a-5p,LINC00963
hsa-miR-125b-5p,LINC00963
hsa-miR-143-3p,LINC00963
hsa-miR-149-5p,LINC00963
hsa-miR-24-3p,LINC00963
hsa-miR-25-3p,LINC00963
hsa-miR-32-5p,LINC00963
hsa-miR-361-5p,LINC00963
hsa-miR-363-3p,LINC00963
hsa-miR-367-3p,LINC00963
hsa-miR-370-3p,LINC00963
hsa-miR-4458,LINC00963
hsa-miR-92a-3p,LINC00963
hsa-miR-92b-3p,LINC00963
hsa-miR-98-5p,LINC00963
hsa-miR-370-3p,NALT1
hsa-miR-122-5p,SNHG7
hsa-miR-146a-5p,SNHG7
hsa-miR-146b-5p,SNHG7
hsa-miR-181a-5p,SNHG7
hsa-miR-181b-5p,SNHG7
hsa-miR-181c-5p,SNHG7
hsa-miR-181d-5p,SNHG7
hsa-miR-186-5p,SNHG7
hsa-miR-193a-3p,SNHG7
hsa-miR-193b-3p,SNHG7
hsa-miR-216b-5p,SNHG7
hsa-miR-224-5p,SNHG7
hsa-miR-342-3p,SNHG7
hsa-miR-34a-5p,SNHG7
hsa-miR-34c-5p,SNHG7
hsa-miR-362-3p,SNHG7
hsa-miR-425-5p,SNHG7
hsa-miR-4262,SNHG7
hsa-miR-449a,SNHG7
hsa-miR-485-5p,SNHG7
hsa-miR-543,SNHG7
hsa-miR-9-5p,SNHG7
hsa-miR-139-5p,LINC01278
hsa-let-7a-5p,XIST
hsa-let-7b-5p,XIST
hsa-let-7c-5p,XIST
hsa-let-7d-5p,XIST
hsa-let-7e-5p,XIST
hsa-let-7f-5p,XIST
hsa-let-7g-5p,XIST
hsa-let-7i-5p,XIST
hsa-miR-101-3p,XIST
hsa-miR-103a-3p,XIST
hsa-miR-106a-5p,XIST
hsa-miR-106b-5p,XIST
hsa-miR-107,XIST
hsa-miR-10a-5p,XIST
hsa-miR-10b-5p,XIST
hsa-miR-122-5p,XIST
hsa-miR-124-3p,XIST
hsa-miR-125a-5p,XIST
hsa-miR-125b-5p,XIST
hsa-miR-126-3p,XIST
hsa-miR-1271-5p,XIST
hsa-miR-129-5p,XIST
hsa-miR-130a-3p,XIST
hsa-miR-130b-3p,XIST
hsa-miR-132-3p,XIST
hsa-miR-135a-5p,XIST
hsa-miR-135b-5p,XIST
hsa-miR-136-5p,XIST
hsa-miR-139-5p,XIST
hsa-miR-140-5p,XIST
hsa-miR-141-3p,XIST
hsa-miR-144-3p,XIST
hsa-miR-146a-5p,XIST
hsa-miR-146b-5p,XIST
hsa-miR-148a-3p,XIST
hsa-miR-148b-3p,XIST
hsa-miR-149-5p,XIST
hsa-miR-150-5p,XIST
hsa-miR-152-3p,XIST
hsa-miR-153-3p,XIST
hsa-miR-154-5p,XIST
hsa-miR-155-5p,XIST
hsa-miR-15a-5p,XIST
hsa-miR-15b-5p,XIST
hsa-miR-16-5p,XIST
hsa-miR-17-5p,XIST
hsa-miR-181a-5p,XIST
hsa-miR-181b-5p,XIST
hsa-miR-181c-5p,XIST
hsa-miR-181d-5p,XIST
hsa-miR-182-5p,XIST
hsa-miR-185-5p,XIST
hsa-miR-186-5p,XIST
hsa-miR-18a-5p,XIST
hsa-miR-18b-5p,XIST
hsa-miR-190a-5p,XIST
hsa-miR-191-5p,XIST
hsa-miR-192-5p,XIST
hsa-miR-193a-3p,XIST
hsa-miR-193b-3p,XIST
hsa-miR-194-5p,XIST
hsa-miR-195-5p,XIST
hsa-miR-196a-5p,XIST
hsa-miR-196b-5p,XIST
hsa-miR-197-3p,XIST
hsa-miR-19a-3p,XIST
hsa-miR-19b-3p,XIST
hsa-miR-200a-3p,XIST
hsa-miR-200b-3p,XIST
hsa-miR-200c-3p,XIST
hsa-miR-202-3p,XIST
hsa-miR-204-5p,XIST
hsa-miR-20a-5p,XIST
hsa-miR-20b-5p,XIST
hsa-miR-211-5p,XIST
hsa-miR-212-3p,XIST
hsa-miR-214-3p,XIST
hsa-miR-215-5p,XIST
hsa-miR-21-5p,XIST
hsa-miR-216a-5p,XIST
hsa-miR-219a-5p,XIST
hsa-miR-23a-3p,XIST
hsa-miR-23b-3p,XIST
hsa-miR-25-3p,XIST
hsa-miR-27a-3p,XIST
hsa-miR-27b-3p,XIST
hsa-miR-28-5p,XIST
hsa-miR-29a-3p,XIST
hsa-miR-29b-3p,XIST
hsa-miR-29c-3p,XIST
hsa-miR-300,XIST
hsa-miR-301a-3p,XIST
hsa-miR-302a-3p,XIST
hsa-miR-302b-3p,XIST
hsa-miR-302c-3p,XIST
hsa-miR-302d-3p,XIST
hsa-miR-302e,XIST
hsa-miR-30a-5p,XIST
hsa-miR-30b-5p,XIST
hsa-miR-30c-5p,XIST
hsa-miR-30d-5p,XIST
hsa-miR-30e-5p,XIST
hsa-miR-31-5p,XIST
hsa-miR-320b,XIST
hsa-miR-320c,XIST
hsa-miR-320d,XIST
hsa-miR-324-5p,XIST
hsa-miR-32-5p,XIST
hsa-miR-326,XIST
hsa-miR-330-5p,XIST
hsa-miR-335-5p,XIST
hsa-miR-338-3p,XIST
hsa-miR-340-5p,XIST
hsa-miR-342-3p,XIST
hsa-miR-34a-5p,XIST
hsa-miR-34c-5p,XIST
hsa-miR-3619-5p,XIST
hsa-miR-362-3p,XIST
hsa-miR-363-3p,XIST
hsa-miR-365a-3p,XIST
hsa-miR-367-3p,XIST
hsa-miR-370-3p,XIST
hsa-miR-371a-5p,XIST
hsa-miR-372-3p,XIST
hsa-miR-373-3p,XIST
hsa-miR-374a-5p,XIST
hsa-miR-374b-5p,XIST
hsa-miR-376c-3p,XIST
hsa-miR-377-3p,XIST
hsa-miR-379-5p,XIST
hsa-miR-381-3p,XIST
hsa-miR-410-3p,XIST
hsa-miR-421,XIST
hsa-miR-424-5p,XIST
hsa-miR-425-5p,XIST
hsa-miR-4262,XIST
hsa-miR-4295,XIST
hsa-miR-429,XIST
hsa-miR-4306,XIST
hsa-miR-433-3p,XIST
hsa-miR-4429,XIST
hsa-miR-4458,XIST
hsa-miR-448,XIST
hsa-miR-449a,XIST
hsa-miR-454-3p,XIST
hsa-miR-485-5p,XIST
hsa-miR-486-5p,XIST
hsa-miR-490-3p,XIST
hsa-miR-491-5p,XIST
hsa-miR-494-3p,XIST
hsa-miR-495-3p,XIST
hsa-miR-497-5p,XIST
hsa-miR-499a-5p,XIST
hsa-miR-505-3p,XIST
hsa-miR-519d-3p,XIST
hsa-miR-520a-3p,XIST
hsa-miR-520c-3p,XIST
hsa-miR-520d-3p,XIST
hsa-miR-539-5p,XIST
hsa-miR-542-3p,XIST
hsa-miR-543,XIST
hsa-miR-544a,XIST
hsa-miR-590-3p,XIST
hsa-miR-590-5p,XIST
hsa-miR-599,XIST
hsa-miR-615-3p,XIST
hsa-miR-708-5p,XIST
hsa-miR-758-3p,XIST
hsa-miR-7-5p,XIST
hsa-miR-761,XIST
hsa-miR-873-5p,XIST
hsa-miR-876-5p,XIST
hsa-miR-92a-3p,XIST
hsa-miR-92b-3p,XIST
hsa-miR-93-5p,XIST
hsa-miR-9-5p,XIST
hsa-miR-96-5p,XIST
hsa-miR-98-5p,XIST
hsa-miR-145-5p,JPX
hsa-miR-193a-3p,JPX
hsa-miR-193b-3p,JPX
hsa-miR-197-3p,JPX
hsa-miR-28-5p,JPX
hsa-miR-33a-5p,JPX
hsa-miR-33b-5p,JPX
hsa-miR-378a-3p,JPX
hsa-miR-378b,JPX
hsa-miR-378c,JPX
hsa-miR-378e,JPX
hsa-miR-378h,JPX
hsa-miR-378i,JPX
hsa-miR-422a,JPX
hsa-miR-495-3p,JPX
hsa-miR-544a,JPX
hsa-miR-708-5p,JPX
hsa-miR-103a-3p,LINC00630
hsa-miR-107,LINC00630
hsa-miR-335-5p,LINC00630
hsa-miR-18a-5p,LINC00893
hsa-miR-18b-5p,LINC00893
hsa-miR-125a-5p,LINC00893
hsa-miR-125b-5p,LINC00893
hsa-miR-24-3p,LINC00893
hsa-miR-335-5p,LINC00893
hsa-miR-495-3p,LINC00893
hsa-miR-7-5p,LINC00893
hsa-let-7a-5p,LINC00894
hsa-let-7b-5p,LINC00894
hsa-let-7c-5p,LINC00894
hsa-let-7d-5p,LINC00894
hsa-let-7e-5p,LINC00894
hsa-let-7f-5p,LINC00894
hsa-let-7g-5p,LINC00894
hsa-let-7i-5p,LINC00894
hsa-miR-140-5p,LINC00894
hsa-miR-15a-5p,LINC00894
hsa-miR-15b-5p,LINC00894
hsa-miR-16-5p,LINC00894
hsa-miR-193a-3p,LINC00894
hsa-miR-193b-3p,LINC00894
hsa-miR-195-5p,LINC00894
hsa-miR-200b-3p,LINC00894
hsa-miR-200c-3p,LINC00894
hsa-miR-205-5p,LINC00894
hsa-miR-214-3p,LINC00894
hsa-miR-24-3p,LINC00894
hsa-miR-326,LINC00894
hsa-miR-330-5p,LINC00894
hsa-miR-338-3p,LINC00894
hsa-miR-342-3p,LINC00894
hsa-miR-3619-5p,LINC00894
hsa-miR-362-3p,LINC00894
hsa-miR-365a-3p,LINC00894
hsa-miR-383-5p,LINC00894
hsa-miR-424-5p,LINC00894
hsa-miR-425-5p,LINC00894
hsa-miR-429,LINC00894
hsa-miR-4458,LINC00894
hsa-miR-495-3p,LINC00894
hsa-miR-497-5p,LINC00894
hsa-miR-7-5p,LINC00894
hsa-miR-761,LINC00894
hsa-miR-874-3p,LINC00894
hsa-miR-9-5p,LINC00894
hsa-miR-98-5p,LINC00894
hsa-miR-214-3p,LINC02195
hsa-miR-3619-5p,LINC02195
hsa-miR-761,LINC02195
hsa-miR-346,FBXL19-AS1
hsa-miR-378a-3p,FBXL19-AS1
hsa-miR-378b,FBXL19-AS1
hsa-miR-378c,FBXL19-AS1
hsa-miR-378e,FBXL19-AS1
hsa-miR-378h,FBXL19-AS1
hsa-miR-378i,FBXL19-AS1
hsa-miR-422a,FBXL19-AS1
hsa-miR-431-5p,FBXL19-AS1
hsa-miR-876-5p,FBXL19-AS1
hsa-miR-136-5p,CRNDE
hsa-miR-384,CRNDE
hsa-miR-221-3p,DDX19A-DT
hsa-miR-222-3p,DDX19A-DT
hsa-miR-143-3p,LINC01227
hsa-miR-485-5p,LINC01227
hsa-miR-15a-5p,FENDRR
hsa-miR-15b-5p,FENDRR
hsa-miR-16-5p,FENDRR
hsa-miR-18a-5p,FENDRR
hsa-miR-18b-5p,FENDRR
hsa-miR-195-5p,FENDRR
hsa-miR-214-3p,FENDRR
hsa-miR-24-3p,FENDRR
hsa-miR-28-5p,FENDRR
hsa-miR-338-3p,FENDRR
hsa-miR-3619-5p,FENDRR
hsa-miR-421,FENDRR
hsa-miR-424-5p,FENDRR
hsa-miR-495-3p,FENDRR
hsa-miR-497-5p,FENDRR
hsa-miR-708-5p,FENDRR
hsa-miR-761,FENDRR
hsa-miR-324-5p,VPS9D1-AS1
hsa-miR-376c-3p,VPS9D1-AS1
hsa-miR-377-3p,VPS9D1-AS1
hsa-miR-206,ZNF232-AS1
hsa-miR-29a-3p,ZNF232-AS1
hsa-miR-29b-3p,ZNF232-AS1
hsa-miR-29c-3p,ZNF232-AS1
hsa-miR-613,ZNF232-AS1
hsa-miR-128-3p,MIR497HG
hsa-miR-15a-5p,MIR497HG
hsa-miR-15b-5p,MIR497HG
hsa-miR-16-5p,MIR497HG
hsa-miR-195-5p,MIR497HG
hsa-miR-197-3p,MIR497HG
hsa-miR-424-5p,MIR497HG
hsa-miR-497-5p,MIR497HG
hsa-miR-106a-5p,COX10-AS1
hsa-miR-106b-5p,COX10-AS1
hsa-miR-132-3p,COX10-AS1
hsa-miR-17-5p,COX10-AS1
hsa-miR-183-5p,COX10-AS1
hsa-miR-186-5p,COX10-AS1
hsa-miR-191-5p,COX10-AS1
hsa-miR-206,COX10-AS1
hsa-miR-20a-5p,COX10-AS1
hsa-miR-20b-5p,COX10-AS1
hsa-miR-212-3p,COX10-AS1
hsa-miR-302a-3p,COX10-AS1
hsa-miR-302b-3p,COX10-AS1
hsa-miR-302c-3p,COX10-AS1
hsa-miR-302d-3p,COX10-AS1
hsa-miR-302e,COX10-AS1
hsa-miR-361-5p,COX10-AS1
hsa-miR-372-3p,COX10-AS1
hsa-miR-373-3p,COX10-AS1
hsa-miR-503-5p,COX10-AS1
hsa-miR-519d-3p,COX10-AS1
hsa-miR-520a-3p,COX10-AS1
hsa-miR-520c-3p,COX10-AS1
hsa-miR-520d-3p,COX10-AS1
hsa-miR-539-5p,COX10-AS1
hsa-miR-613,COX10-AS1
hsa-miR-93-5p,COX10-AS1
hsa-miR-141-3p,SNHG29
hsa-miR-145-5p,SNHG29
hsa-miR-149-5p,SNHG29
hsa-miR-197-3p,SNHG29
hsa-miR-199a-5p,SNHG29
hsa-miR-199b-5p,SNHG29
hsa-miR-200a-3p,SNHG29
hsa-miR-223-3p,SNHG29
hsa-miR-22-3p,SNHG29
hsa-miR-326,SNHG29
hsa-miR-330-5p,SNHG29
hsa-miR-382-5p,SNHG29
hsa-miR-410-3p,SNHG29
hsa-miR-455-5p,SNHG29
hsa-miR-485-5p,SNHG29
hsa-miR-590-3p,SNHG29
hsa-miR-142-3p,CCDC144NL-AS1
hsa-miR-145-5p,CCDC144NL-AS1
hsa-miR-202-3p,CCDC144NL-AS1
hsa-miR-218-5p,CCDC144NL-AS1
hsa-miR-374a-5p,CCDC144NL-AS1
hsa-miR-374b-5p,CCDC144NL-AS1
hsa-miR-122-5p,LINC01270
hsa-miR-29a-3p,LINC01270
hsa-miR-29b-3p,LINC01270
hsa-miR-29c-3p,LINC01270
hsa-miR-326,LINC01270
hsa-miR-330-5p,LINC01270
hsa-miR-15a-5p,ERVK13-1
hsa-miR-15b-5p,ERVK13-1
hsa-miR-16-5p,ERVK13-1
hsa-miR-195-5p,ERVK13-1
hsa-miR-424-5p,ERVK13-1
hsa-miR-497-5p,ERVK13-1
hsa-miR-873-5p,ERVK13-1
hsa-miR-224-5p,SRRM2-AS1
hsa-miR-384,SRRM2-AS1
hsa-miR-340-5p,ZNF213-AS1
